guid,Category
ynat-v1_dev_02269,4
ynat-v1_dev_02270,1
ynat-v1_dev_02271,6
ynat-v1_dev_02272,3
ynat-v1_dev_02273,0
ynat-v1_dev_02274,2
ynat-v1_dev_02275,2
ynat-v1_dev_02276,6
ynat-v1_dev_02277,2
ynat-v1_dev_02278,3
ynat-v1_dev_02279,1
ynat-v1_dev_02280,2
ynat-v1_dev_02281,4
ynat-v1_dev_02282,4
ynat-v1_dev_02283,2
ynat-v1_dev_02284,2
ynat-v1_dev_02285,3
ynat-v1_dev_02286,4
ynat-v1_dev_02287,2
ynat-v1_dev_02288,6
ynat-v1_dev_02289,5
ynat-v1_dev_02290,6
ynat-v1_dev_02291,1
ynat-v1_dev_02292,3
ynat-v1_dev_02293,1
ynat-v1_dev_02294,2
ynat-v1_dev_02295,2
ynat-v1_dev_02296,1
ynat-v1_dev_02297,4
ynat-v1_dev_02298,3
ynat-v1_dev_02299,5
ynat-v1_dev_02300,1
ynat-v1_dev_02301,1
ynat-v1_dev_02302,2
ynat-v1_dev_02303,2
ynat-v1_dev_02304,3
ynat-v1_dev_02305,4
ynat-v1_dev_02306,2
ynat-v1_dev_02307,2
ynat-v1_dev_02308,2
ynat-v1_dev_02309,3
ynat-v1_dev_02310,2
ynat-v1_dev_02311,4
ynat-v1_dev_02312,4
ynat-v1_dev_02313,3
ynat-v1_dev_02314,2
ynat-v1_dev_02315,0
ynat-v1_dev_02316,2
ynat-v1_dev_02317,3
ynat-v1_dev_02318,1
ynat-v1_dev_02319,2
ynat-v1_dev_02320,2
ynat-v1_dev_02321,5
ynat-v1_dev_02322,5
ynat-v1_dev_02323,3
ynat-v1_dev_02324,4
ynat-v1_dev_02325,3
ynat-v1_dev_02326,4
ynat-v1_dev_02327,1
ynat-v1_dev_02328,2
ynat-v1_dev_02329,4
ynat-v1_dev_02330,2
ynat-v1_dev_02331,1
ynat-v1_dev_02332,3
ynat-v1_dev_02333,0
ynat-v1_dev_02334,2
ynat-v1_dev_02335,1
ynat-v1_dev_02336,2
ynat-v1_dev_02337,2
ynat-v1_dev_02338,5
ynat-v1_dev_02339,3
ynat-v1_dev_02340,3
ynat-v1_dev_02341,3
ynat-v1_dev_02342,2
ynat-v1_dev_02343,2
ynat-v1_dev_02344,2
ynat-v1_dev_02345,2
ynat-v1_dev_02346,2
ynat-v1_dev_02347,4
ynat-v1_dev_02348,4
ynat-v1_dev_02349,3
ynat-v1_dev_02350,2
ynat-v1_dev_02351,1
ynat-v1_dev_02352,1
ynat-v1_dev_02353,6
ynat-v1_dev_02354,2
ynat-v1_dev_02355,2
ynat-v1_dev_02356,2
ynat-v1_dev_02357,2
ynat-v1_dev_02358,2
ynat-v1_dev_02359,0
ynat-v1_dev_02360,2
ynat-v1_dev_02361,2
ynat-v1_dev_02362,2
ynat-v1_dev_02363,0
ynat-v1_dev_02364,1
ynat-v1_dev_02365,4
ynat-v1_dev_02366,6
ynat-v1_dev_02367,4
ynat-v1_dev_02368,4
ynat-v1_dev_02369,4
ynat-v1_dev_02370,0
ynat-v1_dev_02371,5
ynat-v1_dev_02372,2
ynat-v1_dev_02373,5
ynat-v1_dev_02374,4
ynat-v1_dev_02375,3
ynat-v1_dev_02376,2
ynat-v1_dev_02377,2
ynat-v1_dev_02378,2
ynat-v1_dev_02379,2
ynat-v1_dev_02380,5
ynat-v1_dev_02381,1
ynat-v1_dev_02382,2
ynat-v1_dev_02383,6
ynat-v1_dev_02384,0
ynat-v1_dev_02385,0
ynat-v1_dev_02386,6
ynat-v1_dev_02387,3
ynat-v1_dev_02388,3
ynat-v1_dev_02389,1
ynat-v1_dev_02390,1
ynat-v1_dev_02391,6
ynat-v1_dev_02392,4
ynat-v1_dev_02393,3
ynat-v1_dev_02394,3
ynat-v1_dev_02395,2
ynat-v1_dev_02396,2
ynat-v1_dev_02397,2
ynat-v1_dev_02398,0
ynat-v1_dev_02399,2
ynat-v1_dev_02400,3
ynat-v1_dev_02401,2
ynat-v1_dev_02402,3
ynat-v1_dev_02403,4
ynat-v1_dev_02404,3
ynat-v1_dev_02405,4
ynat-v1_dev_02406,1
ynat-v1_dev_02407,1
ynat-v1_dev_02408,2
ynat-v1_dev_02409,3
ynat-v1_dev_02410,0
ynat-v1_dev_02411,3
ynat-v1_dev_02412,2
ynat-v1_dev_02413,4
ynat-v1_dev_02414,4
ynat-v1_dev_02415,5
ynat-v1_dev_02416,6
ynat-v1_dev_02417,3
ynat-v1_dev_02418,1
ynat-v1_dev_02419,2
ynat-v1_dev_02420,2
ynat-v1_dev_02421,3
ynat-v1_dev_02422,2
ynat-v1_dev_02423,6
ynat-v1_dev_02424,1
ynat-v1_dev_02425,2
ynat-v1_dev_02426,4
ynat-v1_dev_02427,2
ynat-v1_dev_02428,6
ynat-v1_dev_02429,4
ynat-v1_dev_02430,2
ynat-v1_dev_02431,2
ynat-v1_dev_02432,2
ynat-v1_dev_02433,3
ynat-v1_dev_02434,6
ynat-v1_dev_02435,1
ynat-v1_dev_02436,1
ynat-v1_dev_02437,2
ynat-v1_dev_02438,1
ynat-v1_dev_02439,1
ynat-v1_dev_02440,1
ynat-v1_dev_02441,2
ynat-v1_dev_02442,2
ynat-v1_dev_02443,2
ynat-v1_dev_02444,2
ynat-v1_dev_02445,2
ynat-v1_dev_02446,2
ynat-v1_dev_02447,1
ynat-v1_dev_02448,2
ynat-v1_dev_02449,3
ynat-v1_dev_02450,2
ynat-v1_dev_02451,2
ynat-v1_dev_02452,3
ynat-v1_dev_02453,3
ynat-v1_dev_02454,2
ynat-v1_dev_02455,3
ynat-v1_dev_02456,1
ynat-v1_dev_02457,1
ynat-v1_dev_02458,3
ynat-v1_dev_02459,2
ynat-v1_dev_02460,1
ynat-v1_dev_02461,3
ynat-v1_dev_02462,2
ynat-v1_dev_02463,1
ynat-v1_dev_02464,2
ynat-v1_dev_02465,2
ynat-v1_dev_02466,2
ynat-v1_dev_02467,5
ynat-v1_dev_02468,1
ynat-v1_dev_02469,3
ynat-v1_dev_02470,2
ynat-v1_dev_02471,2
ynat-v1_dev_02472,6
ynat-v1_dev_02473,5
ynat-v1_dev_02474,2
ynat-v1_dev_02475,2
ynat-v1_dev_02476,6
ynat-v1_dev_02477,5
ynat-v1_dev_02478,6
ynat-v1_dev_02479,2
ynat-v1_dev_02480,2
ynat-v1_dev_02481,2
ynat-v1_dev_02482,5
ynat-v1_dev_02483,1
ynat-v1_dev_02484,2
ynat-v1_dev_02485,4
ynat-v1_dev_02486,1
ynat-v1_dev_02487,2
ynat-v1_dev_02488,2
ynat-v1_dev_02489,1
ynat-v1_dev_02490,2
ynat-v1_dev_02491,2
ynat-v1_dev_02492,0
ynat-v1_dev_02493,4
ynat-v1_dev_02494,2
ynat-v1_dev_02495,3
ynat-v1_dev_02496,6
ynat-v1_dev_02497,3
ynat-v1_dev_02498,2
ynat-v1_dev_02499,5
ynat-v1_dev_02500,3
ynat-v1_dev_02501,0
ynat-v1_dev_02502,2
ynat-v1_dev_02503,2
ynat-v1_dev_02504,6
ynat-v1_dev_02505,2
ynat-v1_dev_02506,2
ynat-v1_dev_02507,2
ynat-v1_dev_02508,1
ynat-v1_dev_02509,6
ynat-v1_dev_02510,1
ynat-v1_dev_02511,2
ynat-v1_dev_02512,2
ynat-v1_dev_02513,0
ynat-v1_dev_02514,5
ynat-v1_dev_02515,4
ynat-v1_dev_02516,2
ynat-v1_dev_02517,3
ynat-v1_dev_02518,2
ynat-v1_dev_02519,6
ynat-v1_dev_02520,6
ynat-v1_dev_02521,3
ynat-v1_dev_02522,1
ynat-v1_dev_02523,2
ynat-v1_dev_02524,2
ynat-v1_dev_02525,3
ynat-v1_dev_02526,2
ynat-v1_dev_02527,0
ynat-v1_dev_02528,4
ynat-v1_dev_02529,2
ynat-v1_dev_02530,1
ynat-v1_dev_02531,3
ynat-v1_dev_02532,2
ynat-v1_dev_02533,1
ynat-v1_dev_02534,1
ynat-v1_dev_02535,1
ynat-v1_dev_02536,6
ynat-v1_dev_02537,1
ynat-v1_dev_02538,4
ynat-v1_dev_02539,4
ynat-v1_dev_02540,3
ynat-v1_dev_02541,2
ynat-v1_dev_02542,1
ynat-v1_dev_02543,3
ynat-v1_dev_02544,2
ynat-v1_dev_02545,3
ynat-v1_dev_02546,3
ynat-v1_dev_02547,6
ynat-v1_dev_02548,1
ynat-v1_dev_02549,0
ynat-v1_dev_02550,0
ynat-v1_dev_02551,2
ynat-v1_dev_02552,2
ynat-v1_dev_02553,2
ynat-v1_dev_02554,2
ynat-v1_dev_02555,6
ynat-v1_dev_02556,6
ynat-v1_dev_02557,3
ynat-v1_dev_02558,6
ynat-v1_dev_02559,5
ynat-v1_dev_02560,2
ynat-v1_dev_02561,2
ynat-v1_dev_02562,2
ynat-v1_dev_02563,0
ynat-v1_dev_02564,3
ynat-v1_dev_02565,1
ynat-v1_dev_02566,4
ynat-v1_dev_02567,3
ynat-v1_dev_02568,3
ynat-v1_dev_02569,3
ynat-v1_dev_02570,2
ynat-v1_dev_02571,2
ynat-v1_dev_02572,0
ynat-v1_dev_02573,5
ynat-v1_dev_02574,1
ynat-v1_dev_02575,2
ynat-v1_dev_02576,2
ynat-v1_dev_02577,2
ynat-v1_dev_02578,3
ynat-v1_dev_02579,6
ynat-v1_dev_02580,1
ynat-v1_dev_02581,5
ynat-v1_dev_02582,0
ynat-v1_dev_02583,2
ynat-v1_dev_02584,1
ynat-v1_dev_02585,1
ynat-v1_dev_02586,6
ynat-v1_dev_02587,5
ynat-v1_dev_02588,1
ynat-v1_dev_02589,3
ynat-v1_dev_02590,6
ynat-v1_dev_02591,2
ynat-v1_dev_02592,3
ynat-v1_dev_02593,2
ynat-v1_dev_02594,6
ynat-v1_dev_02595,2
ynat-v1_dev_02596,3
ynat-v1_dev_02597,2
ynat-v1_dev_02598,4
ynat-v1_dev_02599,2
ynat-v1_dev_02600,2
ynat-v1_dev_02601,1
ynat-v1_dev_02602,4
ynat-v1_dev_02603,5
ynat-v1_dev_02604,2
ynat-v1_dev_02605,2
ynat-v1_dev_02606,2
ynat-v1_dev_02607,4
ynat-v1_dev_02608,2
ynat-v1_dev_02609,3
ynat-v1_dev_02610,2
ynat-v1_dev_02611,1
ynat-v1_dev_02612,3
ynat-v1_dev_02613,4
ynat-v1_dev_02614,4
ynat-v1_dev_02615,0
ynat-v1_dev_02616,6
ynat-v1_dev_02617,5
ynat-v1_dev_02618,2
ynat-v1_dev_02619,0
ynat-v1_dev_02620,2
ynat-v1_dev_02621,0
ynat-v1_dev_02622,0
ynat-v1_dev_02623,2
ynat-v1_dev_02624,2
ynat-v1_dev_02625,1
ynat-v1_dev_02626,4
ynat-v1_dev_02627,4
ynat-v1_dev_02628,4
ynat-v1_dev_02629,1
ynat-v1_dev_02630,2
ynat-v1_dev_02631,1
ynat-v1_dev_02632,2
ynat-v1_dev_02633,4
ynat-v1_dev_02634,6
ynat-v1_dev_02635,4
ynat-v1_dev_02636,2
ynat-v1_dev_02637,2
ynat-v1_dev_02638,2
ynat-v1_dev_02639,2
ynat-v1_dev_02640,2
ynat-v1_dev_02641,6
ynat-v1_dev_02642,0
ynat-v1_dev_02643,0
ynat-v1_dev_02644,2
ynat-v1_dev_02645,1
ynat-v1_dev_02646,2
ynat-v1_dev_02647,3
ynat-v1_dev_02648,4
ynat-v1_dev_02649,1
ynat-v1_dev_02650,6
ynat-v1_dev_02651,2
ynat-v1_dev_02652,4
ynat-v1_dev_02653,1
ynat-v1_dev_02654,3
ynat-v1_dev_02655,6
ynat-v1_dev_02656,1
ynat-v1_dev_02657,2
ynat-v1_dev_02658,1
ynat-v1_dev_02659,6
ynat-v1_dev_02660,4
ynat-v1_dev_02661,3
ynat-v1_dev_02662,2
ynat-v1_dev_02663,2
ynat-v1_dev_02664,6
ynat-v1_dev_02665,3
ynat-v1_dev_02666,2
ynat-v1_dev_02667,3
ynat-v1_dev_02668,1
ynat-v1_dev_02669,4
ynat-v1_dev_02670,2
ynat-v1_dev_02671,2
ynat-v1_dev_02672,2
ynat-v1_dev_02673,2
ynat-v1_dev_02674,5
ynat-v1_dev_02675,2
ynat-v1_dev_02676,2
ynat-v1_dev_02677,3
ynat-v1_dev_02678,2
ynat-v1_dev_02679,2
ynat-v1_dev_02680,2
ynat-v1_dev_02681,1
ynat-v1_dev_02682,0
ynat-v1_dev_02683,0
ynat-v1_dev_02684,3
ynat-v1_dev_02685,4
ynat-v1_dev_02686,2
ynat-v1_dev_02687,2
ynat-v1_dev_02688,3
ynat-v1_dev_02689,3
ynat-v1_dev_02690,1
ynat-v1_dev_02691,2
ynat-v1_dev_02692,0
ynat-v1_dev_02693,3
ynat-v1_dev_02694,6
ynat-v1_dev_02695,4
ynat-v1_dev_02696,3
ynat-v1_dev_02697,3
ynat-v1_dev_02698,2
ynat-v1_dev_02699,1
ynat-v1_dev_02700,2
ynat-v1_dev_02701,6
ynat-v1_dev_02702,3
ynat-v1_dev_02703,2
ynat-v1_dev_02704,2
ynat-v1_dev_02705,2
ynat-v1_dev_02706,6
ynat-v1_dev_02707,2
ynat-v1_dev_02708,1
ynat-v1_dev_02709,0
ynat-v1_dev_02710,0
ynat-v1_dev_02711,4
ynat-v1_dev_02712,2
ynat-v1_dev_02713,3
ynat-v1_dev_02714,3
ynat-v1_dev_02715,2
ynat-v1_dev_02716,3
ynat-v1_dev_02717,2
ynat-v1_dev_02718,3
ynat-v1_dev_02719,3
ynat-v1_dev_02720,2
ynat-v1_dev_02721,2
ynat-v1_dev_02722,3
ynat-v1_dev_02723,1
ynat-v1_dev_02724,1
ynat-v1_dev_02725,1
ynat-v1_dev_02726,0
ynat-v1_dev_02727,2
ynat-v1_dev_02728,3
ynat-v1_dev_02729,1
ynat-v1_dev_02730,6
ynat-v1_dev_02731,5
ynat-v1_dev_02732,2
ynat-v1_dev_02733,1
ynat-v1_dev_02734,2
ynat-v1_dev_02735,2
ynat-v1_dev_02736,4
ynat-v1_dev_02737,2
ynat-v1_dev_02738,2
ynat-v1_dev_02739,4
ynat-v1_dev_02740,2
ynat-v1_dev_02741,4
ynat-v1_dev_02742,0
ynat-v1_dev_02743,0
ynat-v1_dev_02744,4
ynat-v1_dev_02745,1
ynat-v1_dev_02746,3
ynat-v1_dev_02747,1
ynat-v1_dev_02748,5
ynat-v1_dev_02749,2
ynat-v1_dev_02750,3
ynat-v1_dev_02751,3
ynat-v1_dev_02752,3
ynat-v1_dev_02753,4
ynat-v1_dev_02754,0
ynat-v1_dev_02755,0
ynat-v1_dev_02756,3
ynat-v1_dev_02757,3
ynat-v1_dev_02758,2
ynat-v1_dev_02759,1
ynat-v1_dev_02760,4
ynat-v1_dev_02761,2
ynat-v1_dev_02762,2
ynat-v1_dev_02763,2
ynat-v1_dev_02764,2
ynat-v1_dev_02765,2
ynat-v1_dev_02766,4
ynat-v1_dev_02767,6
ynat-v1_dev_02768,1
ynat-v1_dev_02769,2
ynat-v1_dev_02770,4
ynat-v1_dev_02771,6
ynat-v1_dev_02772,4
ynat-v1_dev_02773,2
ynat-v1_dev_02774,1
ynat-v1_dev_02775,3
ynat-v1_dev_02776,2
ynat-v1_dev_02777,2
ynat-v1_dev_02778,2
ynat-v1_dev_02779,4
ynat-v1_dev_02780,2
ynat-v1_dev_02781,3
ynat-v1_dev_02782,2
ynat-v1_dev_02783,4
ynat-v1_dev_02784,4
ynat-v1_dev_02785,3
ynat-v1_dev_02786,1
ynat-v1_dev_02787,0
ynat-v1_dev_02788,2
ynat-v1_dev_02789,4
ynat-v1_dev_02790,5
ynat-v1_dev_02791,2
ynat-v1_dev_02792,5
ynat-v1_dev_02793,2
ynat-v1_dev_02794,1
ynat-v1_dev_02795,3
ynat-v1_dev_02796,3
ynat-v1_dev_02797,5
ynat-v1_dev_02798,5
ynat-v1_dev_02799,3
ynat-v1_dev_02800,3
ynat-v1_dev_02801,2
ynat-v1_dev_02802,2
ynat-v1_dev_02803,4
ynat-v1_dev_02804,5
ynat-v1_dev_02805,2
ynat-v1_dev_02806,4
ynat-v1_dev_02807,2
ynat-v1_dev_02808,2
ynat-v1_dev_02809,1
ynat-v1_dev_02810,2
ynat-v1_dev_02811,3
ynat-v1_dev_02812,2
ynat-v1_dev_02813,2
ynat-v1_dev_02814,2
ynat-v1_dev_02815,0
ynat-v1_dev_02816,2
ynat-v1_dev_02817,2
ynat-v1_dev_02818,2
ynat-v1_dev_02819,2
ynat-v1_dev_02820,2
ynat-v1_dev_02821,1
ynat-v1_dev_02822,2
ynat-v1_dev_02823,2
ynat-v1_dev_02824,4
ynat-v1_dev_02825,1
ynat-v1_dev_02826,2
ynat-v1_dev_02827,0
ynat-v1_dev_02828,0
ynat-v1_dev_02829,2
ynat-v1_dev_02830,2
ynat-v1_dev_02831,2
ynat-v1_dev_02832,2
ynat-v1_dev_02833,3
ynat-v1_dev_02834,0
ynat-v1_dev_02835,2
ynat-v1_dev_02836,2
ynat-v1_dev_02837,4
ynat-v1_dev_02838,6
ynat-v1_dev_02839,5
ynat-v1_dev_02840,3
ynat-v1_dev_02841,2
ynat-v1_dev_02842,2
ynat-v1_dev_02843,2
ynat-v1_dev_02844,5
ynat-v1_dev_02845,2
ynat-v1_dev_02846,2
ynat-v1_dev_02847,2
ynat-v1_dev_02848,2
ynat-v1_dev_02849,2
ynat-v1_dev_02850,0
ynat-v1_dev_02851,3
ynat-v1_dev_02852,2
ynat-v1_dev_02853,1
ynat-v1_dev_02854,0
ynat-v1_dev_02855,4
ynat-v1_dev_02856,2
ynat-v1_dev_02857,3
ynat-v1_dev_02858,2
ynat-v1_dev_02859,2
ynat-v1_dev_02860,2
ynat-v1_dev_02861,3
ynat-v1_dev_02862,6
ynat-v1_dev_02863,1
ynat-v1_dev_02864,1
ynat-v1_dev_02865,2
ynat-v1_dev_02866,6
ynat-v1_dev_02867,5
ynat-v1_dev_02868,2
ynat-v1_dev_02869,2
ynat-v1_dev_02870,3
ynat-v1_dev_02871,2
ynat-v1_dev_02872,0
ynat-v1_dev_02873,4
ynat-v1_dev_02874,2
ynat-v1_dev_02875,1
ynat-v1_dev_02876,2
ynat-v1_dev_02877,2
ynat-v1_dev_02878,6
ynat-v1_dev_02879,2
ynat-v1_dev_02880,1
ynat-v1_dev_02881,1
ynat-v1_dev_02882,1
ynat-v1_dev_02883,2
ynat-v1_dev_02884,2
ynat-v1_dev_02885,2
ynat-v1_dev_02886,3
ynat-v1_dev_02887,1
ynat-v1_dev_02888,2
ynat-v1_dev_02889,2
ynat-v1_dev_02890,2
ynat-v1_dev_02891,2
ynat-v1_dev_02892,1
ynat-v1_dev_02893,2
ynat-v1_dev_02894,1
ynat-v1_dev_02895,2
ynat-v1_dev_02896,4
ynat-v1_dev_02897,5
ynat-v1_dev_02898,2
ynat-v1_dev_02899,2
ynat-v1_dev_02900,2
ynat-v1_dev_02901,1
ynat-v1_dev_02902,6
ynat-v1_dev_02903,1
ynat-v1_dev_02904,1
ynat-v1_dev_02905,0
ynat-v1_dev_02906,6
ynat-v1_dev_02907,5
ynat-v1_dev_02908,4
ynat-v1_dev_02909,2
ynat-v1_dev_02910,2
ynat-v1_dev_02911,0
ynat-v1_dev_02912,3
ynat-v1_dev_02913,4
ynat-v1_dev_02914,1
ynat-v1_dev_02915,3
ynat-v1_dev_02916,2
ynat-v1_dev_02917,2
ynat-v1_dev_02918,6
ynat-v1_dev_02919,4
ynat-v1_dev_02920,1
ynat-v1_dev_02921,2
ynat-v1_dev_02922,2
ynat-v1_dev_02923,1
ynat-v1_dev_02924,3
ynat-v1_dev_02925,0
ynat-v1_dev_02926,6
ynat-v1_dev_02927,1
ynat-v1_dev_02928,6
ynat-v1_dev_02929,3
ynat-v1_dev_02930,2
ynat-v1_dev_02931,4
ynat-v1_dev_02932,4
ynat-v1_dev_02933,1
ynat-v1_dev_02934,2
ynat-v1_dev_02935,1
ynat-v1_dev_02936,2
ynat-v1_dev_02937,2
ynat-v1_dev_02938,4
ynat-v1_dev_02939,6
ynat-v1_dev_02940,1
ynat-v1_dev_02941,1
ynat-v1_dev_02942,1
ynat-v1_dev_02943,1
ynat-v1_dev_02944,2
ynat-v1_dev_02945,6
ynat-v1_dev_02946,0
ynat-v1_dev_02947,1
ynat-v1_dev_02948,1
ynat-v1_dev_02949,2
ynat-v1_dev_02950,6
ynat-v1_dev_02951,2
ynat-v1_dev_02952,0
ynat-v1_dev_02953,5
ynat-v1_dev_02954,6
ynat-v1_dev_02955,2
ynat-v1_dev_02956,0
ynat-v1_dev_02957,2
ynat-v1_dev_02958,3
ynat-v1_dev_02959,2
ynat-v1_dev_02960,2
ynat-v1_dev_02961,5
ynat-v1_dev_02962,2
ynat-v1_dev_02963,2
ynat-v1_dev_02964,3
ynat-v1_dev_02965,2
ynat-v1_dev_02966,2
ynat-v1_dev_02967,2
ynat-v1_dev_02968,6
ynat-v1_dev_02969,6
ynat-v1_dev_02970,5
ynat-v1_dev_02971,2
ynat-v1_dev_02972,1
ynat-v1_dev_02973,4
ynat-v1_dev_02974,2
ynat-v1_dev_02975,2
ynat-v1_dev_02976,0
ynat-v1_dev_02977,2
ynat-v1_dev_02978,2
ynat-v1_dev_02979,2
ynat-v1_dev_02980,5
ynat-v1_dev_02981,0
ynat-v1_dev_02982,4
ynat-v1_dev_02983,1
ynat-v1_dev_02984,3
ynat-v1_dev_02985,2
ynat-v1_dev_02986,2
ynat-v1_dev_02987,2
ynat-v1_dev_02988,4
ynat-v1_dev_02989,1
ynat-v1_dev_02990,1
ynat-v1_dev_02991,1
ynat-v1_dev_02992,1
ynat-v1_dev_02993,2
ynat-v1_dev_02994,6
ynat-v1_dev_02995,0
ynat-v1_dev_02996,2
ynat-v1_dev_02997,2
ynat-v1_dev_02998,2
ynat-v1_dev_02999,5
ynat-v1_dev_03000,0
ynat-v1_dev_03001,2
ynat-v1_dev_03002,0
ynat-v1_dev_03003,2
ynat-v1_dev_03004,4
ynat-v1_dev_03005,2
ynat-v1_dev_03006,2
ynat-v1_dev_03007,2
ynat-v1_dev_03008,4
ynat-v1_dev_03009,5
ynat-v1_dev_03010,1
ynat-v1_dev_03011,2
ynat-v1_dev_03012,3
ynat-v1_dev_03013,2
ynat-v1_dev_03014,2
ynat-v1_dev_03015,5
ynat-v1_dev_03016,2
ynat-v1_dev_03017,2
ynat-v1_dev_03018,3
ynat-v1_dev_03019,6
ynat-v1_dev_03020,1
ynat-v1_dev_03021,2
ynat-v1_dev_03022,1
ynat-v1_dev_03023,2
ynat-v1_dev_03024,5
ynat-v1_dev_03025,2
ynat-v1_dev_03026,2
ynat-v1_dev_03027,1
ynat-v1_dev_03028,4
ynat-v1_dev_03029,2
ynat-v1_dev_03030,6
ynat-v1_dev_03031,1
ynat-v1_dev_03032,1
ynat-v1_dev_03033,5
ynat-v1_dev_03034,2
ynat-v1_dev_03035,3
ynat-v1_dev_03036,5
ynat-v1_dev_03037,2
ynat-v1_dev_03038,2
ynat-v1_dev_03039,2
ynat-v1_dev_03040,2
ynat-v1_dev_03041,0
ynat-v1_dev_03042,2
ynat-v1_dev_03043,5
ynat-v1_dev_03044,6
ynat-v1_dev_03045,1
ynat-v1_dev_03046,1
ynat-v1_dev_03047,2
ynat-v1_dev_03048,5
ynat-v1_dev_03049,6
ynat-v1_dev_03050,4
ynat-v1_dev_03051,4
ynat-v1_dev_03052,1
ynat-v1_dev_03053,2
ynat-v1_dev_03054,1
ynat-v1_dev_03055,2
ynat-v1_dev_03056,4
ynat-v1_dev_03057,2
ynat-v1_dev_03058,2
ynat-v1_dev_03059,3
ynat-v1_dev_03060,4
ynat-v1_dev_03061,6
ynat-v1_dev_03062,2
ynat-v1_dev_03063,4
ynat-v1_dev_03064,5
ynat-v1_dev_03065,2
ynat-v1_dev_03066,2
ynat-v1_dev_03067,2
ynat-v1_dev_03068,2
ynat-v1_dev_03069,1
ynat-v1_dev_03070,3
ynat-v1_dev_03071,2
ynat-v1_dev_03072,6
ynat-v1_dev_03073,4
ynat-v1_dev_03074,2
ynat-v1_dev_03075,4
ynat-v1_dev_03076,3
ynat-v1_dev_03077,2
ynat-v1_dev_03078,4
ynat-v1_dev_03079,2
ynat-v1_dev_03080,5
ynat-v1_dev_03081,1
ynat-v1_dev_03082,3
ynat-v1_dev_03083,1
ynat-v1_dev_03084,6
ynat-v1_dev_03085,1
ynat-v1_dev_03086,1
ynat-v1_dev_03087,2
ynat-v1_dev_03088,3
ynat-v1_dev_03089,1
ynat-v1_dev_03090,3
ynat-v1_dev_03091,1
ynat-v1_dev_03092,5
ynat-v1_dev_03093,6
ynat-v1_dev_03094,2
ynat-v1_dev_03095,1
ynat-v1_dev_03096,2
ynat-v1_dev_03097,5
ynat-v1_dev_03098,2
ynat-v1_dev_03099,6
ynat-v1_dev_03100,1
ynat-v1_dev_03101,3
ynat-v1_dev_03102,6
ynat-v1_dev_03103,5
ynat-v1_dev_03104,3
ynat-v1_dev_03105,2
ynat-v1_dev_03106,2
ynat-v1_dev_03107,2
ynat-v1_dev_03108,1
ynat-v1_dev_03109,3
ynat-v1_dev_03110,2
ynat-v1_dev_03111,5
ynat-v1_dev_03112,4
ynat-v1_dev_03113,2
ynat-v1_dev_03114,6
ynat-v1_dev_03115,3
ynat-v1_dev_03116,2
ynat-v1_dev_03117,3
ynat-v1_dev_03118,2
ynat-v1_dev_03119,1
ynat-v1_dev_03120,0
ynat-v1_dev_03121,1
ynat-v1_dev_03122,2
ynat-v1_dev_03123,5
ynat-v1_dev_03124,6
ynat-v1_dev_03125,4
ynat-v1_dev_03126,5
ynat-v1_dev_03127,2
ynat-v1_dev_03128,5
ynat-v1_dev_03129,3
ynat-v1_dev_03130,3
ynat-v1_dev_03131,6
ynat-v1_dev_03132,2
ynat-v1_dev_03133,2
ynat-v1_dev_03134,6
ynat-v1_dev_03135,6
ynat-v1_dev_03136,4
ynat-v1_dev_03137,3
ynat-v1_dev_03138,1
ynat-v1_dev_03139,6
ynat-v1_dev_03140,3
ynat-v1_dev_03141,2
ynat-v1_dev_03142,1
ynat-v1_dev_03143,3
ynat-v1_dev_03144,2
ynat-v1_dev_03145,6
ynat-v1_dev_03146,1
ynat-v1_dev_03147,1
ynat-v1_dev_03148,2
ynat-v1_dev_03149,2
ynat-v1_dev_03150,3
ynat-v1_dev_03151,4
ynat-v1_dev_03152,2
ynat-v1_dev_03153,5
ynat-v1_dev_03154,2
ynat-v1_dev_03155,3
ynat-v1_dev_03156,6
ynat-v1_dev_03157,6
ynat-v1_dev_03158,2
ynat-v1_dev_03159,3
ynat-v1_dev_03160,3
ynat-v1_dev_03161,2
ynat-v1_dev_03162,3
ynat-v1_dev_03163,3
ynat-v1_dev_03164,4
ynat-v1_dev_03165,3
ynat-v1_dev_03166,6
ynat-v1_dev_03167,2
ynat-v1_dev_03168,3
ynat-v1_dev_03169,1
ynat-v1_dev_03170,3
ynat-v1_dev_03171,6
ynat-v1_dev_03172,0
ynat-v1_dev_03173,2
ynat-v1_dev_03174,1
ynat-v1_dev_03175,1
ynat-v1_dev_03176,3
ynat-v1_dev_03177,0
ynat-v1_dev_03178,2
ynat-v1_dev_03179,2
ynat-v1_dev_03180,2
ynat-v1_dev_03181,3
ynat-v1_dev_03182,6
ynat-v1_dev_03183,2
ynat-v1_dev_03184,2
ynat-v1_dev_03185,5
ynat-v1_dev_03186,3
ynat-v1_dev_03187,1
ynat-v1_dev_03188,1
ynat-v1_dev_03189,2
ynat-v1_dev_03190,3
ynat-v1_dev_03191,6
ynat-v1_dev_03192,2
ynat-v1_dev_03193,2
ynat-v1_dev_03194,5
ynat-v1_dev_03195,2
ynat-v1_dev_03196,1
ynat-v1_dev_03197,4
ynat-v1_dev_03198,2
ynat-v1_dev_03199,2
ynat-v1_dev_03200,2
